objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
Tucano,318556,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,91011540,5.76929,6.47081,1.0769,4673,1314,thing,Tucano,2,4,15,15,15,2021,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Tumbleweed,318702,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,88014588,5.56124,7.4682,2.3333,10773,29,thing,Tumbleweed,2,2,200,200,2,2020,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Tuned,354201,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,103002327,5.55428,6.39557,1.25,11402,274,thing,Tuned,2,2,20,20,20,2023,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Turn the Tide,1403,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,75477933,6.3872,6.78323,1.5213,1469,6953,thing,Turn the Tide,3,5,30,30,30,1997,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Turncoats,352238,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,102498109,5.88144,7.08209,2,3650,833,thing,Turncoats,2,5,45,45,15,2021,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Twin Palms,352818,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,90805509,5.60076,6.47975,1.1667,8336,367,thing,Twin Palms,2,5,60,60,30,2022,,,,,,,,,,standalone,,,,,
Twin Tin Bots,126239,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307854,5.70977,6.24112,2.3902,5532,880,thing,Twin Tin Bots,2,6,50,50,50,2013,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Tzolk'in,126163,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307015,7.70383,7.86136,3.6684,60,46171,thing,Tzolk'in: The Mayan Calendar,2,4,90,90,90,2012,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Ultimate Railroads,329591,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86488972,7.14668,8.43126,3.2788,0,6267,thing,Ultimate Railroads,1,4,120,120,90,2021,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Ultimate Tic-Tac-Toe,42336,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,102772993,5.51723,5.8663,2,17682,98,thing,Ultimate Tic-Tac-Toe,2,4,15,15,5,2008,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Uncle Chestnut's Table Gype,66643,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307938,5.53184,6.02702,2,14442,157,thing,Uncle Chestnut's Table Gype,2,4,30,30,30,2010,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Unconditional Surrender! World War 2 in Europe,61487,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,79065302,6.26049,8.06417,3.7685,1802,2670,thing,Unconditional Surrender! World War 2 in Europe,1,4,3000,3000,60,2014,,,14+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
United Square,119316,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307942,5.47121,5.15711,1.625,25104,44,thing,United Square,2,4,15,15,15,2011,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Vaalbara,361241,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,99466157,6.27868,7.2557,1.7174,1747,2796,thing,Vaalbara,2,5,20,20,20,2022,,,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Vege Tables,128072,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,91604773,5.49717,5.60418,1.5,22446,100,thing,Vege Tables,2,5,15,15,15,2012,,,,No necessary in-game text,,,,,,standalone,,,,,
Vegetable Stock,328211,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,103002309,5.84119,6.85354,1.1818,3972,1192,thing,Vegetable Stock,2,6,20,20,15,2019,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Veggie Garden,211533,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71308295,5.53442,5.71573,1.2308,13962,822,thing,Veggie Garden,2,4,30,30,20,2017,,,8+,,,,,,,standalone,,,,,
VektoRace,256839,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,91011550,5.87118,7.36053,2.1053,3728,923,thing,VektoRace,2,4,120,120,30,2018,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Veletas,151224,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307342,5.54265,6.43505,2,12691,36,thing,Veletas,2,2,45,45,45,2013,,,5+,No necessary in-game text,,,,,,standalone,,,,,
Verflixxt!,17240,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81880583,6.09617,6.48673,1.3133,2436,3833,thing,That's Life!,2,6,30,30,30,2020,,,6+,No necessary in-game text,,,,,,standalone,,AMIGO,German,2020,German third edition
Verona Twist,255029,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,82917935,5.56503,6.17552,1.6667,10492,267,thing,Verona Twist,2,2,30,30,20,2018,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Via Magica,300936,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,77514135,6.05292,6.75103,1.5,2617,2324,thing,Via Magica,2,6,30,30,30,2020,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Villagers,241724,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,103002387,6.74084,7.15242,2.1914,787,14622,thing,Villagers,1,5,60,60,30,2019,,,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Viticulture Essential Edition,183394,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,83069848,7.83945,7.98977,2.8905,38,67512,thing,Viticulture Essential Edition,1,6,90,90,45,2015,,,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Volfyirion Guilds,330973,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,84307037,5.65291,7.42837,2.5,6637,887,thing,Volfyirion Guilds,1,2,40,40,20,2022,,,14+,No necessary in-game text,,,,,,standalone,,,,,
Volto,356039,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,104865281,5.61358,6.63146,1.7778,7818,334,thing,Volto,2,2,5,5,5,2022,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Voyagers,357943,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,96004596,0,4.11111,0,0,3,thing,Voyagers,2,4,150,150,60,2022,,,,,,,,,,standalone,,,,,
The Voyages of Marco Polo,171623,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,74509537,7.57774,7.78649,3.1819,89,26657,thing,The Voyages of Marco Polo,2,4,100,100,40,2015,,,12+,No necessary in-game text,,,,,,standalone,,,,,
VUGHEX,264496,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,103942929,0,6.70905,2,0,28,thing,VUGHEX,2,2,30,30,10,2018,,,8+,,,,,,,standalone,,,,,
Wabash Cannonball,31730,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472153,6.89601,7.25037,2.779,577,8946,thing,Wabash Cannonball,2,6,60,60,30,2007,,,12+,No necessary in-game text,,,,,,standalone,,,,,
War Chest,249259,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,99238807,7.38333,7.85486,2.3045,176,14782,thing,War Chest,2,4,30,30,30,2018,,,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Watergate,274364,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472283,7.41761,7.77639,2.269,152,20889,thing,Watergate,2,2,60,60,30,2019,,,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Wazabi,48979,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472102,5.65201,5.92269,1.087,6659,3327,thing,Wazabi,2,6,20,20,20,2008,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Welcome to New Las Vegas,281075,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,76807431,6.10238,6.7536,2.86,2412,3954,thing,Welcome to New Las Vegas,1,50,35,35,35,2020,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Welcome To...,233867,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,76807429,7.38194,7.53839,1.8348,178,48507,thing,Welcome To...,1,100,25,25,25,2018,,,10+,No necessary in-game text,,,,,,standalone,,,,,
The Werewolves of Miller's Hollow,25821,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307039,6.43668,6.68968,1.3104,1352,20984,thing,The Werewolves of Miller's Hollow,8,18,30,30,30,2001,,,10+,No necessary in-game text,,,,,,standalone,,,,,
The Werewolves of Miller's Hollow: The Village,56885,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,71333835,5.88983,6.874,1.6944,3584,1947,thing,The Werewolves of Miller's Hollow: The Village,8,18,30,30,30,2009,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Whist,13337,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,76980437,5.68623,6.4419,2,5936,424,thing,Whist,2,4,60,60,60,1663,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Whist 22,75668,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72567477,5.52414,6.13148,1.3333,16021,30,thing,Whist 22,3,5,20,20,20,0,,,12+,,,,,,,standalone,,,,,
Wingspan,266192,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,97278532,7.90444,8.05275,2.464,25,143542,thing,Wingspan,1,5,70,70,40,2019,,,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Wizard,1465,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,80902512,6.70295,6.97357,1.7184,848,20416,thing,Wizard,3,6,45,45,45,1984,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Worldwide Tennis,309886,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,92565535,5.50553,5.61967,1.7,20647,101,thing,Worldwide Tennis,1,2,90,90,15,2020,,,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Xanadú,132817,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472360,5.69036,6.46615,2.2069,5862,905,thing,Xanadú,2,6,70,70,40,2012,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Xiangqi,2393,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71308283,6.23038,7.10747,3.5672,1902,3269,thing,Xiangqi,2,2,60,60,60,762,,,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Yahtzee,2243,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71306909,5.44313,5.4921,1.1779,25788,29331,thing,Yahtzee,2,10,30,30,30,1956,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Yaniv,88900,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,89803101,5.50602,5.64978,1.3333,20523,55,thing,Yaniv,2,10,20,20,20,0,,,,No necessary in-game text,,,,,,standalone,,,,,
Yin Yang,5236,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81698346,5.50052,5.74364,0,21782,13,thing,Yin Yang,2,2,20,20,20,1997,,,,,,,,,,standalone,,,,,
Yōkai,269146,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,77322558,5.85549,6.6598,1.5517,3845,1825,thing,Yōkai,2,4,35,35,15,2019,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Yokai Septet,251433,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,94518933,5.98373,7.30603,1.7692,2964,1330,thing,Yokai Septet,3,4,45,45,30,2018,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Yokohama,196340,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,73526952,7.44463,7.8096,3.3047,140,14371,thing,Yokohama,2,4,90,90,90,2016,,,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Yoxii,361084,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,95563786,5.59451,6.69602,1.5,8652,192,thing,Yoxii,2,2,15,15,15,2022,,,,No necessary in-game text,,,,,,standalone,,,,,
Yspahan,22345,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86471984,6.73018,7.06145,2.3707,805,7889,thing,Yspahan,2,4,60,60,45,2006,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Zefiria,341402,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,102498126,5.54948,6.32222,2,11897,213,thing,Zefiria,1,4,30,0,30,2022,,,,No necessary in-game text,,,,,,standalone,,,,,
Zener,248430,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,84589838,5.49198,5.38169,1,23305,19,thing,Zener,2,2,15,15,10,2018,,,6,No necessary in-game text,,,,,,standalone,,,,,
Zola,331666,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,87138141,5.46369,4.58919,1.6667,25374,16,thing,Zola,2,2,0,0,0,2021,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Zooloretto,27588,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,87580765,6.60965,6.79468,1.8573,1001,19353,thing,Zooloretto,2,5,45,45,45,2007,,,6+,No necessary in-game text,,,,,,standalone,,,,,
